Plate with an omelet and toast a cup of coffee a fork a knife and a hand on a table,COCO_val2014_000000548882.jpg
yellow fire hydrant with drawn eyes in front of a large white building,COCO_val2014_000000086840.jpg
clock tower next to modern building under cloudy blue sky,COCO_val2014_000000473196.jpg
a man holding a blue heart-shaped note with I can't smile without you. Happy Valentine's Day written on it with a toothbrush attached,COCO_val2014_000000163600.jpg
three-wheeled motorcycle in front of a garage,COCO_val2014_000000007386.jpg
refrigerator covered with photos and paper stove and cabinets in the background,COCO_val2014_000000026348.jpg
woman using smartphone while standing on sidewalk,COCO_val2014_000000505014.jpg
People flying kites on a beach,COCO_val2014_000000200451.jpg
A baseball player wearing a white and blue uniform with the number 17 and name Fontenot on the back holding a bat,COCO_val2014_000000462931.jpg
Bathroom counter with toothpaste toothbrush hairpins and a red headband,COCO_val2014_000000530905.jpg
A bride and groom standing in front of a stone wall,COCO_val2014_000000485172.jpg
a couple in formal attire standing beside a cake designed like stacked books,COCO_val2014_000000395890.jpg
Fresh produce including garlic red peppers banana and tomatoes on a market stand,COCO_val2014_000000417410.jpg
Two horses standing in a wooded area,COCO_val2014_000000244575.jpg
three chefs working in a professional kitchen behind metal counters,COCO_val2014_000000156320.jpg
people walking and relaxing on a sandy beach by the water's edge,COCO_val2014_000000150989.jpg
person skateboarding in a concrete skatepark,COCO_val2014_000000434746.jpg
A group of people at a party table with balloons and food,COCO_val2014_000000226119.jpg
man in black outfit posing next to a lamppost on a city street,COCO_val2014_000000016076.jpg
four jets flying in formation with trails of smoke,COCO_val2014_000000474410.jpg
Two men in suits shaking hands with two uniformed guards standing behind them,COCO_val2014_000000365752.jpg
Four construction workers in high-visibility vests and helmets standing near a yellow fire hydrant,COCO_val2014_000000140556.jpg
a dog resting its head on a remote control,COCO_val2014_000000273642.jpg
Two women sitting outside looking at a mobile phone,COCO_val2014_000000229216.jpg
person sitting on a large elephant near water,COCO_val2014_000000324040.jpg
Steamed broccoli and carrots on a white plate,COCO_val2014_000000471226.jpg
a yellow and blue bus driving on a road near a mountainous area,COCO_val2014_000000055167.jpg
a group of cows standing in a field near farmhouses,COCO_val2014_000000202093.jpg
Toilet in a small tiled bathroom,COCO_val2014_000000441483.jpg
cluttered office desk with computers books and a plate of food,COCO_val2014_000000233528.jpg
skateboarders in an outdoor skate park under a bridge,COCO_val2014_000000214197.jpg
Office supplies on a wooden desk including a computer mouse roll of tape scissors staple remover hole punchers sticky notes pen and fork,COCO_val2014_000000113126.jpg
cat wearing a blue hard hat,COCO_val2014_000000475732.jpg
A man sitting on a motorcycle with a coastal view behind him,COCO_val2014_000000391837.jpg
a cat sleeping next to a keyboard,COCO_val2014_000000311789.jpg
Child playing a video game in a living room near a fireplace with a sleeping dog and Christmas stockings hanging,COCO_val2014_000000139917.jpg
two giraffes standing in a zoo enclosure,COCO_val2014_000000156308.jpg
a person kite surfing on the sea under a cloudy sky,COCO_val2014_000000018073.jpg
tall clock tower in a city with a bird flying by,COCO_val2014_000000361285.jpg
a large cathedral with golden domes and a plane flying overhead,COCO_val2014_000000253223.jpg
a giraffe standing among tall bushes and green trees,COCO_val2014_000000330974.jpg
A bunch of bananas and a pile of potatoes in a wooden crate,COCO_val2014_000000370388.jpg
a woman preparing to throw a frisbee in a grassy park,COCO_val2014_000000013867.jpg
a street scene with a red fire hydrant crosswalk and cars by a large building,COCO_val2014_000000441468.jpg
a train parked at a railway station platform with passengers waiting,COCO_val2014_000000410141.jpg
a man intensely playing drums while wearing a white shirt and a tie,COCO_val2014_000000446461.jpg
Baseball game in action with a pitcher throwing the ball and players positioned on bases,COCO_val2014_000000575901.jpg
A display case filled with various types of donuts,COCO_val2014_000000345469.jpg
two people in a motorboat on a river surrounded by lush green trees,COCO_val2014_000000050962.jpg
Three zebras standing together in a desert landscape,COCO_val2014_000000497760.jpg
a man surfing in the ocean while another person floats nearby,COCO_val2014_000000498453.jpg
A baby in a diaper reaching for the knobs on a kitchen stove,COCO_val2014_000000391638.jpg
kitchen with white cabinets granite countertop sink dishes drying dishwasher and refrigerator,COCO_val2014_000000543525.jpg
tall stone church with a clock tower and pointed spire standing behind a wooden fence,COCO_val2014_000000382122.jpg
clock tower in front of buildings with overcast sky,COCO_val2014_000000316031.jpg
a cat sitting on a toilet in a bathroom with hats placed on the toilet tank,COCO_val2014_000000168543.jpg
a canal with moored boats and bicycles lined along the sidewalk,COCO_val2014_000000429924.jpg
Two men working with equipment on a flatbed truck,COCO_val2014_000000046872.jpg
two people skiing on a snowy slope with trees in the background,COCO_val2014_000000481670.jpg
Giraffes in an enclosure with trees and fencing,COCO_val2014_000000212257.jpg
man in white shirt and cap serving hotdogs in a kitchen,COCO_val2014_000000544538.jpg
bathroom mirror reflecting shower door and part of the vanity countertop,COCO_val2014_000000168225.jpg
a tall clock tower illuminated at night,COCO_val2014_000000565469.jpg
a brightly colored parrot perched on a branch,COCO_val2014_000000327401.jpg
cat lying on a red patterned rug playing with a yellow toy,COCO_val2014_000000092202.jpg
baseball stadium with teams warming up on field large scoreboard bridges and bay in the background,COCO_val2014_000000209930.jpg
Public Market Center sign with a clock and flower boxes in front of a building,COCO_val2014_000000327367.jpg
a city street with a bus approaching a traffic light,COCO_val2014_000000090373.jpg
a dog wearing a festive hat sitting in the snow,COCO_val2014_000000090367.jpg
motorcycle riders at a street festival with tents and booths,COCO_val2014_000000099425.jpg
person sitting on a motorcycle in a park,COCO_val2014_000000012370.jpg
Two airplanes on a runway with overcast skies,COCO_val2014_000000239171.jpg
a person surfing on a wave in the ocean,COCO_val2014_000000137682.jpg
a small airplane with the door open on a tarmac,COCO_val2014_000000225558.jpg
Two zebras running in the snow,COCO_val2014_000000269020.jpg
a teenage boy on a floating platform near a dock with two dogs and people in the background,COCO_val2014_000000197352.jpg
person skateboarding on a ramp in an outdoor park,COCO_val2014_000000304596.jpg
green and red steam locomotive on railway tracks with cloudy sky,COCO_val2014_000000197420.jpg
A bird perched on a branch with a lighthouse in the background,COCO_val2014_000000546298.jpg
a row of five clocks above a doorway showing times in different cities labeled New York Moskau Bonn Tokio Sydney,COCO_val2014_000000434829.jpg
a desk with two computer monitors a keyboard a mouse and a lamp by a window,COCO_val2014_000000360951.jpg
a man playing tennis on a clay court,COCO_val2014_000000202118.jpg
ornate wooden cabinet with decorative vases in glass cases and intricate gold detailing,COCO_val2014_000000205677.jpg
a dusty elephant in a dry landscape,COCO_val2014_000000178618.jpg
Person kiteboarding in the air with a green board,COCO_val2014_000000048917.jpg
two skiers gliding through snow,COCO_val2014_000000196919.jpg
Two large pots on a toaster oven on a table with a checkered tablecloth,COCO_val2014_000000481710.jpg
Man touching foreheads with a black cat on a suitcase in a kitchen,COCO_val2014_000000529850.jpg
Woman sitting at a table with sandwiches and a large iced tea with fruit garnish,COCO_val2014_000000037655.jpg
Three people playing badminton outdoors,COCO_val2014_000000124629.jpg
two children playing with a make-shift skateboard on a sidewalk,COCO_val2014_000000455555.jpg
a bird with white feathers and a red neck taking off from water,COCO_val2014_000000576398.jpg
an open old suitcase on a worn wooden desk in a dilapidated room,COCO_val2014_000000300055.jpg
three people flying a kite on a beach,COCO_val2014_000000273246.jpg
Cat sitting in a doorway to a barn,COCO_val2014_000000552979.jpg
wooden kitchen cabinet with glass doors dishes a window and a black countertop,COCO_val2014_000000094317.jpg
girl in a white jacket looking at a phone,COCO_val2014_000000304964.jpg
A bouquet of red roses in a patterned vase on a table,COCO_val2014_000000222009.jpg
woman holding a tennis racket standing in front of a tennis net,COCO_val2014_000000327617.jpg
baseball players on field near scoreboard,COCO_val2014_000000001668.jpg
a tennis player hitting the ball on a clay court with spectators in the background,COCO_val2014_000000530656.jpg
a black and white bird standing in shallow water,COCO_val2014_000000096514.jpg
a box filled with various vegetables including carrots leafy greens and plastic bags containing other produce,COCO_val2014_000000074591.jpg
a person holding an umbrella walking beside a truck,COCO_val2014_000000361124.jpg
A hamburger with lettuce onions ketchup and mustard next to a hot dog with bacon and mustard on a colorful plate with corn on the cob in the background,COCO_val2014_000000561357.jpg
Group of five kids with skateboards and rollerblades sitting and standing near a concrete platform in an urban area with construction fencing in the background,COCO_val2014_000000147173.jpg
A small bird perched on a branch,COCO_val2014_000000280480.jpg
a zebra walking on green grass,COCO_val2014_000000358799.jpg
a brown and cream truck parked with an orange item hanging from the side mirror,COCO_val2014_000000081054.jpg
A pizza on a checkered tablecloth with various kitchen items including a pepper grinder glasses and used bowls,COCO_val2014_000000578821.jpg
a group of zebras standing together in a grassy field,COCO_val2014_000000218424.jpg
Two old-fashioned toilets with separate water tanks one copper and one white displayed in a museum setting,COCO_val2014_000000444672.jpg
a man playing tennis,COCO_val2014_000000307510.jpg
people standing by a horse-drawn cart in a busy marketplace,COCO_val2014_000000509766.jpg
an airplane on a runway with luggage carts nearby,COCO_val2014_000000488278.jpg
a person skateboarding mid-air near a curved structure with a sitting child watching,COCO_val2014_000000388989.jpg
A miniature kitchen with cream cabinets a white fridge a stove red and white checkered curtains a table with a blue tablecloth and red stools,COCO_val2014_000000028239.jpg
ornate ceramic toilet bowl with floral patterns,COCO_val2014_000000166142.jpg
airplane flying in a cloudy sky,COCO_val2014_000000524186.jpg
woman holding a transparent umbrella on a city street at night,COCO_val2014_000000440400.jpg
a skier dressed in white and black skiing down a snowy slope,COCO_val2014_000000166624.jpg
a cow lying on the beach with people walking and boats in the background,COCO_val2014_000000153847.jpg
Two people playing a video game on a TV with a messy desk in the background,COCO_val2014_000000218430.jpg
people skiing on a snowy mountain slope with a ski lift station in the background,COCO_val2014_000000509014.jpg
a child with curly hair enjoying a bodyboard in the water,COCO_val2014_000000326284.jpg
A street corner with a signpost and parked cars,COCO_val2014_000000547435.jpg
a city bus driving on a street with a church in the background,COCO_val2014_000000386032.jpg
man placing food in an oven in a kitchen,COCO_val2014_000000575487.jpg
hand holding a knife cutting a piece of mushroom,COCO_val2014_000000204757.jpg
a cat sleeping on a desk with two computer screens a keyboard and a mouse,COCO_val2014_000000319706.jpg
a person crouching on a sandy beach holding a ball,COCO_val2014_000000040813.jpg
two men in wetsuits with a blue surfboard on a sandy beach,COCO_val2014_000000215897.jpg
a cat behind a glass of red wine on a table,COCO_val2014_000000349130.jpg
A plate of seasoned chicken with mixed roasted vegetables,COCO_val2014_000000177714.jpg
two adults laughing and holding a showerhead cord,COCO_val2014_000000483476.jpg
Three people with umbrellas standing in a plaza on a rainy day.,COCO_val2014_000000557633.jpg
a bicycle parked on a grassy area by a river with boats in the background,COCO_val2014_000000261870.jpg
A fork in a cup filled with a thick brown mixture,COCO_val2014_000000573791.jpg
An elegantly decorated living room with floral patterned furniture a chandelier and framed artwork on the walls,COCO_val2014_000000574940.jpg
a train on a curved railway track in a lush green rural area with trees and a palm tree in the background,COCO_val2014_000000417217.jpg
a man leaning on a bicycle another man sitting on a bench a woman with a pink bag standing,COCO_val2014_000000390137.jpg
person in orange sweater and gray pants skateboarding in a skatepark at dusk,COCO_val2014_000000387463.jpg
parking signs under orange streetlight,COCO_val2014_000000218357.jpg
A group of people sitting at a table with wine glasses,COCO_val2014_000000535934.jpg
a man with an open hoodie making pizza in a kitchen,COCO_val2014_000000054683.jpg
overgrown stop sign at a street corner,COCO_val2014_000000494122.jpg
two giraffes standing among trees and bushes,COCO_val2014_000000419560.jpg
a man skateboarding over a ramp near a rusty car while spectators watch,COCO_val2014_000000558528.jpg
clock tower with flags against a blue sky,COCO_val2014_000000145956.jpg
wilted flowers in a vase on a metal surface,COCO_val2014_000000205474.jpg
large sculpture of a hand holding a mobile phone in an airport woman walking with luggage nearby,COCO_val2014_000000337439.jpg
A zebra walking on frosty ground,COCO_val2014_000000333887.jpg
stacked suitcases in a dimly lit hallway with framed pictures on the wall,COCO_val2014_000000303944.jpg
A man facing a bus with D to Los Altos on the sign in a rainy city street,COCO_val2014_000000018462.jpg
a man playing tennis,COCO_val2014_000000520478.jpg
street with old buildings people walking cars parked bridge in the distance,COCO_val2014_000000011320.jpg
Four people on a beach flying a red kite with rocky cliffs and waves in the background,COCO_val2014_000000359492.jpg
Rain-soaked city intersection with light trails from cars at night,COCO_val2014_000000113251.jpg
a hybrid electric bus on a city street,COCO_val2014_000000087356.jpg
Two zebras eating on muddy ground,COCO_val2014_000000180363.jpg
Clock tower with gothic architecture,COCO_val2014_000000308193.jpg
A plate of fish with sauce cooked greens and carrots,COCO_val2014_000000569722.jpg
man playing tennis on a grassy field,COCO_val2014_000000526021.jpg
wood-paneled kitchen with white refrigerator and cream countertop,COCO_val2014_000000029697.jpg
People loading luggage onto a train,COCO_val2014_000000159402.jpg
man in striped shirt eating pizza,COCO_val2014_000000400794.jpg
a large clock with Colgate written below it surrounded by tall buildings near a body of water,COCO_val2014_000000573008.jpg
black and white cat sitting next to yellow bowls on the floor,COCO_val2014_000000300732.jpg
a cat resting under a computer desk near a keyboard,COCO_val2014_000000287649.jpg
Three pieces of fried food on a decorative plate,COCO_val2014_000000371861.jpg
two parking meters with a phone booth in the background,COCO_val2014_000000458702.jpg
a bedroom with yellow walls unmade bed and origami birds on the walls,COCO_val2014_000000441535.jpg
a group of people boarding a bus near large buildings,COCO_val2014_000000571384.jpg
A vegetable pizza with broccoli red peppers and cheese on a yellow plate,COCO_val2014_000000579900.jpg
a living room with a colorful crocheted blanket on a beige couch a wooden coffee table with magazines and a phone a wooden side table with a lamp and a basket,COCO_val2014_000000540159.jpg
People with luggage standing in a hotel lobby,COCO_val2014_000000124614.jpg
street market with produce and a tall clock tower in the background,COCO_val2014_000000365182.jpg
Three individuals on a baseball field discussing,COCO_val2014_000000128748.jpg
a baby elephant standing between the legs of an adult elephant,COCO_val2014_000000179261.jpg
A boy in school uniform with a bandaged arm and a woman in a black coat holding a smartphone sitting beside him with a laptop,COCO_val2014_000000544471.jpg
Breakfast tray with pancakes fruit and a water bottle on a table with a cat looking up at the tray in a living room.,COCO_val2014_000000177258.jpg
a dog laying on a bed with a floral bedcover bookshelves and knickknacks in the background,COCO_val2014_000000119581.jpg
Four people standing next to a refrigerator in a dimly lit room,COCO_val2014_000000495980.jpg
a man standing in front of a truck loaded with bananas,COCO_val2014_000000416337.jpg
a city street with parked cars and buildings,COCO_val2014_000000274931.jpg
dog sleeping on the floor near a red shoe under a wooden table,COCO_val2014_000000213799.jpg
a giraffe standing in tall grass with trees and hills in the background,COCO_val2014_000000193121.jpg
three people playing frisbee in a dry grassy park,COCO_val2014_000000082986.jpg
a child lying on a couch holding a toothbrush,COCO_val2014_000000078194.jpg
woman reading a recipe book in a kitchen,COCO_val2014_000000246968.jpg
A man in a wheelchair being helped by another man to play baseball,COCO_val2014_000000259690.jpg
A man wearing a white hat and shirt holding a tennis racket,COCO_val2014_000000257865.jpg
A solitary bird standing on wet sand at the beach,COCO_val2014_000000158250.jpg
train platform with tracks and a waiting train,COCO_val2014_000000330140.jpg
two horses walking in a grassy field by a wooden fence,COCO_val2014_000000318814.jpg
Yellow bus with Feel Good Bus written on the side featuring images of smiling people,COCO_val2014_000000000985.jpg
a cargo train on railway tracks inside a glass-roofed station,COCO_val2014_000000135902.jpg
Sign with Square-Victoria surrounded by buildings and trees,COCO_val2014_000000532530.jpg
bathroom sink with dark counter blue bath towels on rack a weighing scale on wooden floor,COCO_val2014_000000400596.jpg
A hand reaching towards two plates with sandwiches,COCO_val2014_000000321071.jpg
black toilet in a tiled bathroom,COCO_val2014_000000156533.jpg
two people on a couch holding their phones,COCO_val2014_000000420120.jpg
Two men sitting at a dining table with food and wine a person cooking in the background,COCO_val2014_000000071826.jpg
A kitchen with rustic wooden beams gray cabinets and a farmhouse sink,COCO_val2014_000000356400.jpg
A person cooking in a kitchen with a baby in a bouncer in the foreground,COCO_val2014_000000393984.jpg
Plate of fried chicken skewers with cucumber and tomato slices pizza with various toppings,COCO_val2014_000000249534.jpg
An overturned bus on the side of a road at night with debris scattered around and a man in a reflective vest standing with a flashlight,COCO_val2014_000000390241.jpg
a small bathroom with a sink toilet bathtub and a window above the toilet,COCO_val2014_000000571596.jpg
A living room with a beige couch a glass coffee table a cushioned armchair framed artwork and a large window with curtains,COCO_val2014_000000292324.jpg
Man with a bald head and full beard wearing a suit and tie,COCO_val2014_000000015581.jpg
A person riding a motorcycle on a dirt path surrounded by lush green trees and hills,COCO_val2014_000000254571.jpg
A baseball player standing on the field holding a bat with a coach in the background,COCO_val2014_000000403672.jpg
a vintage motorcycle with a sidecar parked on cobblestone pavement,COCO_val2014_000000134215.jpg
photographer standing in front of a bus with construction site in background,COCO_val2014_000000556101.jpg
A bathroom with two adjacent toilets one with a wooden seat and the other without and a small sign on the wall,COCO_val2014_000000480553.jpg
people skiing on a snowy slope with trees in the background,COCO_val2014_000000389738.jpg
A slice of cake with chopped nuts and caramel drizzle on a white plate with three forks,COCO_val2014_000000526394.jpg
Fresh carrots in a saucepan on a kitchen counter,COCO_val2014_000000026611.jpg
a couple walking under an umbrella on a wet street,COCO_val2014_000000500435.jpg
a brightly colored book bus parked in a garage,COCO_val2014_000000243031.jpg
a dog herding sheep near the ocean,COCO_val2014_000000290269.jpg
child in a jacket holding an umbrella wearing a hat with animal ears,COCO_val2014_000000440763.jpg
a chef demonstrating cooking to a group of people in a modern kitchen,COCO_val2014_000000395463.jpg
Man in a tank top wearing a striped hat eating a banana,COCO_val2014_000000551849.jpg
street view of city buildings with billboards power lines and parked vehicles,COCO_val2014_000000270376.jpg
A hot dog with toppings a side of sweet potato fries and small containers of ketchup and mustard on a red tray,COCO_val2014_000000015542.jpg
baseball player with bat standing near home plate and a catcher crouched behind,COCO_val2014_000000425676.jpg
A rainy street with people holding umbrellas a white van and a large dome in the background,COCO_val2014_000000433014.jpg
Two computer monitors on a desk with a laptop and a video game playing surrounded by coffee mugs books a DVD a game controller and a bottle of wine,COCO_val2014_000000387098.jpg
A person balancing a tennis ball on a racket wearing sunglasses and a blue cap,COCO_val2014_000000146640.jpg
adult geese with goslings on green grass,COCO_val2014_000000052147.jpg
Pepperoni pizza cheese-covered pasta in a dish lasagna with bread bruschetta on a plate,COCO_val2014_000000213809.jpg
Two red suitcases stacked on a blue suitcase next to a bed framed artwork on the wall above,COCO_val2014_000000049567.jpg
Cupcakes on display in a bakery,COCO_val2014_000000442809.jpg
A bird with a long tail on a tree branch in a forest,COCO_val2014_000000551861.jpg
a brown bear sitting on green grass near a chain-link fence,COCO_val2014_000000046898.jpg
two red trains at a platform with people walking nearby,COCO_val2014_000000090560.jpg
a light blue vintage truck parked on the street near stores and people,COCO_val2014_000000371054.jpg
Zebras grazing on a dry open plain,COCO_val2014_000000504690.jpg
An elderly man and a middle-aged woman sitting on a couch with a younger man in the background looking at his phone,COCO_val2014_000000121817.jpg
soccer player kicking ball towards goal during penalty shootout,COCO_val2014_000000159774.jpg
two people playing a video game in a living room,COCO_val2014_000000182170.jpg
a man in a suit and tie standing on a barren plain,COCO_val2014_000000558845.jpg
traffic light with yellow signal next to large green trees,COCO_val2014_000000040557.jpg
woman holding tennis racket walking toward a wooden counter with lemons on the ground,COCO_val2014_000000261535.jpg
people sitting on a subway bench looking at their phones,COCO_val2014_000000380913.jpg
A man holding a black umbrella wearing a striped shirt and a tie,COCO_val2014_000000049942.jpg
A group of people gathered around a street food cart on the back of a blue motorcycle in front of storefronts and traditional buildings,COCO_val2014_000000231855.jpg
a large group of people gathered on a grassy field surrounding a colorful kite with multiple lines,COCO_val2014_000000358149.jpg
a grilled fish sandwich with coleslaw and lemon wedges on a plate,COCO_val2014_000000223289.jpg
hand holding an empty plastic soda bottle towards a cat lying on the floor by a doorway,COCO_val2014_000000460841.jpg
people holding umbrellas at an outdoor event under blue lighting,COCO_val2014_000000190951.jpg
A man in a hat holding a large knife in a dark smoky setting,COCO_val2014_000000538394.jpg
A unique clock sculpture with multiple clocks under an arched structure,COCO_val2014_000000163601.jpg
an airplane taking off with snowy mountains in the background,COCO_val2014_000000404479.jpg
A plate with a sliced banana and peanut butter sandwich next to a glass with a green smoothie,COCO_val2014_000000560841.jpg
a zebra standing on a log in an enclosure with another zebra resting in the background,COCO_val2014_000000133750.jpg
two giraffes in an enclosure with trees in the background,COCO_val2014_000000502752.jpg
a parked motorcycle in a scenic landscape with hills and grassy terrain,COCO_val2014_000000071239.jpg
Person skiing in the snow wearing a race bib with the number 22,COCO_val2014_000000540207.jpg
a city street with tall buildings and people walking,COCO_val2014_000000242139.jpg
person skiing off a snowy cliff,COCO_val2014_000000301766.jpg
woman taking a photo in a bathroom with a TV on the wall,COCO_val2014_000000275781.jpg
A family wearing party hats with a toddler celebrating by two cakes on a table,COCO_val2014_000000366931.jpg
A green plastic chair and coolers on a wooden boardwalk with people walking in the background,COCO_val2014_000000124210.jpg
people walking on a plaza with tall buildings and storefronts,COCO_val2014_000000138639.jpg
people waiting at a bus stop with a double-decker bus approaching,COCO_val2014_000000101053.jpg
collage of baseball players on field and fans in stadium,COCO_val2014_000000292697.jpg
a fire hydrant with googly eyes on a sidewalk next to a fallen bike,COCO_val2014_000000029913.jpg
a player in a blue uniform catching a baseball while a player in a red helmet slides towards the base,COCO_val2014_000000015032.jpg
A group of people on a beach with surfboards,COCO_val2014_000000274460.jpg
A hand holding a fork a plate of salad a pizza a glass of red wine and condiments on a white tablecloth,COCO_val2014_000000150208.jpg
Two people in a room one standing with a yellow plastic bat and the other kneeling and smiling,COCO_val2014_000000224257.jpg
people riding elephants in an outdoor setting,COCO_val2014_000000320743.jpg
Bus on road at night with passengers inside and pedestrians nearby,COCO_val2014_000000044269.jpg
people having fun in a living room with a woman holding a white handheld object and a man standing with crossed arms,COCO_val2014_000000306974.jpg
birds on a wooden platform with green foliage in the background,COCO_val2014_000000148309.jpg
Lunch container with tofu cubes a peeled banana strawberries and a blueberry muffin,COCO_val2014_000000089541.jpg
an apple-shaped clock on a table with a potted plant and penguin print in the background,COCO_val2014_000000407825.jpg
a bear sitting on green grass surrounded by black vultures around fallen tree logs,COCO_val2014_000000229997.jpg
baseball players in grey uniforms on a field,COCO_val2014_000000486491.jpg
people walking on a rainy street with umbrellas,COCO_val2014_000000184703.jpg
a green and brown bus in a transport museum with TRING L.I. GAR and 387 on its destination sign and LONDON TRANSPORT written on the front license plate FXT 122,COCO_val2014_000000321307.jpg
Broccoli orange slices and cheese on a blue and white plate,COCO_val2014_000000576774.jpg
a cat trying to eat a sprinkled donut held by a person,COCO_val2014_000000190760.jpg
a giraffe reaching up to eat leaves under a canopy in a wooded area,COCO_val2014_000000526143.jpg
person skiing on a snow-covered mountain with distant mountain range in the background,COCO_val2014_000000356827.jpg
a person riding a motorcycle on a street with cars and buildings in the background,COCO_val2014_000000378502.jpg
Upward arrow sign on street three people standing on sidewalk near a traffic light building in the background,COCO_val2014_000000505942.jpg
two white birds perched on a car with blurred pedestrians in the background,COCO_val2014_000000264659.jpg
colorful and abstract bathroom with metallic fixtures and mirrors,COCO_val2014_000000172083.jpg
commercial airplane landing near control tower and airport buildings,COCO_val2014_000000188891.jpg
a person sitting on the grass between a dog and a sheep with more sheep grazing in the background,COCO_val2014_000000388829.jpg
people enjoying a sunny day at the beach with green hills in the background,COCO_val2014_000000052435.jpg
a blue bus with a face design on the front and a driver inside,COCO_val2014_000000496680.jpg
Children playing soccer on a grass field,COCO_val2014_000000144243.jpg
person in a hoodie lying next to a golden retriever on a bed watching television,COCO_val2014_000000466229.jpg
three giraffes walking near a small pond with a deer lying nearby,COCO_val2014_000000047010.jpg
a man on a skateboard walking a dog,COCO_val2014_000000045175.jpg
a tennis player serving the ball on a court with spectators in the background,COCO_val2014_000000336645.jpg
Person taking a tray of red muffins out of an oven,COCO_val2014_000000364665.jpg
two people flying a kite on a sandy beach,COCO_val2014_000000135486.jpg
People in a living room playing a video game two standing and two seated on sofas,COCO_val2014_000000552832.jpg
bathroom with large window bathtub double sink and towel racks,COCO_val2014_000000088846.jpg
Old airplanes parked on a tarmac with cloudy sky background,COCO_val2014_000000265584.jpg
People riding elephants adorned with colorful cloth and sitting under red umbrellas near a historic tower and a body of water,COCO_val2014_000000026363.jpg
Pizza with tomatoes olives garlic and herbs,COCO_val2014_000000366099.jpg
large outdoor clock with the word Colgate and three American flags on top,COCO_val2014_000000064150.jpg
Person cutting a heart-shaped birthday cake with bags of chips in the background,COCO_val2014_000000495438.jpg
two kites flying in the sky,COCO_val2014_000000351621.jpg
A plate of waffles with banana slices whipped cream butter and a cup of syrup next to a plate of bacon,COCO_val2014_000000070657.jpg
A coffee cup and three pastries on a table,COCO_val2014_000000132316.jpg
A man in a yellow shirt playing tennis on a clay court,COCO_val2014_000000459032.jpg
a large bird with wings spread standing on a branch inside an enclosed area,COCO_val2014_000000261906.jpg
two cats in a car with a mountainous landscape outside,COCO_val2014_000000514668.jpg
Grilled cheese sandwich with sautéed Brussels sprouts and a can of beer,COCO_val2014_000000318209.jpg
a person skateboarding mid-air beside a child on a scooter,COCO_val2014_000000004840.jpg
Person sitting on a pier feeding seagulls,COCO_val2014_000000511076.jpg
Three men in suits smiling from the front cabin of a train with a banner saying Rockaway Here We Come!,COCO_val2014_000000550980.jpg
a plane performing an aerial loop with a trail of smoke against a blue sky,COCO_val2014_000000199977.jpg
people sitting on a snowbank with ski equipment,COCO_val2014_000000495376.jpg
A person holding a large sandwich with a plate of chips on a wooden table,COCO_val2014_000000206751.jpg
A man lying on grass while a child in an orange shirt and white hat runs towards him,COCO_val2014_000000517822.jpg
A dog next to a table with a cup of coffee,COCO_val2014_000000521348.jpg
zebra standing in tall grass,COCO_val2014_000000379378.jpg
